cluster,nt,uniport,"sig  (foldchange>|4|, padj<0.001)",,,,
Cluster-38173.1_TRINITY_DN192841_c1_g1,,,nochange,,,,
Cluster-114021.0_TRINITY_DN196648_c4_g1,,,nochange,,,,
Cluster-113494.0_TRINITY_DN205060_c0_g1,,,nochange,,,,
Cluster-95899.33_TRINITY_DN209706_c5_g1,,,nochange,,,,
Cluster-106752.1_TRINITY_DN202992_c1_g4,,,nochange,,,,
Cluster-107383.49_TRINITY_DN209902_c3_g4,,,nochange,,,,
Cluster-104615.0_TRINITY_DN201141_c5_g2,,,nochange,,,,
Cluster-97479.0_TRINITY_DN200362_c6_g1,,,nochange,,,,
Cluster-93097.0_TRINITY_DN207563_c2_g2,,,nochange,,,,
Cluster-109934.1_TRINITY_DN196545_c3_g4,,,nochange,,,,
Cluster-79025.5_TRINITY_DN203035_c2_g3,,,nochange,,,,
Cluster-90749.3_TRINITY_DN207158_c3_g3,,,nochange,,,,
Cluster-93746.2_TRINITY_DN202719_c7_g2,,,nochange,,,,
Cluster-109157.0_TRINITY_DN203855_c3_g5,,,nochange,,,,
Cluster-40500.0_TRINITY_DN188919_c0_g1,,,nochange,,,,
Cluster-96899.1_TRINITY_DN208058_c2_g1,,,nochange,,,,
Cluster-55959.0_TRINITY_DN196170_c1_g3,,,nochange,,,,
Cluster-33185.0_TRINITY_DN204175_c0_g4,,,nochange,,,,
Cluster-108493.0_TRINITY_DN202926_c1_g1,,,nochange,,,,
Cluster-24258.0_TRINITY_DN127632_c0_g1,,,nochange,,,,
Cluster-96521.5_TRINITY_DN203784_c1_g1,,,nochange,,,,
Cluster-95117.1_TRINITY_DN197397_c0_g1,,,nochange,,,,
Cluster-91938.0_TRINITY_DN183508_c0_g1,,,nochange,,,,
Cluster-89859.14_TRINITY_DN203733_c1_g1,,,nochange,,,,
Cluster-24512.0_TRINITY_DN21577_c0_g1,,,nochange,,,,
Cluster-107553.2_TRINITY_DN210714_c0_g2,,,nochange,,,,
Cluster-105555.1_TRINITY_DN210758_c5_g5,,,nochange,,,,
Cluster-114002.1_TRINITY_DN195520_c0_g1,,,nochange,,,,
Cluster-114138.6_TRINITY_DN210418_c0_g1,,,nochange,,,,
Cluster-29898.0_TRINITY_DN143779_c0_g1,,,nochange,,,,
Cluster-113428.1_TRINITY_DN209266_c1_g1,,,nochange,,,,
Cluster-101367.0_TRINITY_DN211205_c4_g1,,,nochange,,,,
Cluster-69505.0_TRINITY_DN201408_c4_g2,,,nochange,,,,
Cluster-12233.17_TRINITY_DN211093_c2_g2,,,nochange,,,,
Cluster-102593.0_TRINITY_DN205629_c0_g3,,,nochange,,,,
Cluster-109303.0_TRINITY_DN205541_c0_g1,,,nochange,,,,
Cluster-57917.2_TRINITY_DN196964_c4_g1,,,nochange,,,,
Cluster-101184.0_TRINITY_DN202687_c3_g3,,,nochange,,,,
Cluster-86565.1_TRINITY_DN210809_c1_g3,,,nochange,,,,
Cluster-105034.6_TRINITY_DN186659_c0_g1,,,nochange,,,,
Cluster-90349.2_TRINITY_DN198373_c3_g2,,,nochange,,,,
Cluster-63571.0_TRINITY_DN201384_c2_g3,,,nochange,,,,
Cluster-103379.1_TRINITY_DN198719_c0_g1,,,nochange,,,,
Cluster-110914.5_TRINITY_DN203553_c3_g3,,,nochange,,,,
Cluster-112346.0_TRINITY_DN200557_c0_g1,,,nochange,,,,
Cluster-97979.4_TRINITY_DN201311_c3_g4,,,nochange,,,,
Cluster-105055.1_TRINITY_DN200415_c4_g1,,,nochange,,,,
Cluster-18601.3_TRINITY_DN196505_c8_g2,,,nochange,,,,
Cluster-93778.19_TRINITY_DN203233_c2_g3,,,nochange,,,,
Cluster-51561.0_TRINITY_DN149623_c0_g1,,,nochange,,,,
Cluster-84038.0_TRINITY_DN197427_c7_g1,,,nochange,,,,
Cluster-27833.0_TRINITY_DN205952_c1_g1,,,nochange,,,,
Cluster-99526.26_TRINITY_DN208827_c4_g1,,,nochange,,,,
Cluster-99247.4_TRINITY_DN187136_c0_g1,,,nochange,,,,
Cluster-112006.7_TRINITY_DN211110_c1_g4,,,nochange,,,,
Cluster-37845.2_TRINITY_DN202839_c3_g2,,,nochange,,,,
Cluster-90973.3_TRINITY_DN202097_c2_g1,,,nochange,,,,
Cluster-28407.0_TRINITY_DN199233_c3_g1,,,nochange,,,,
Cluster-40534.1_TRINITY_DN182186_c0_g1,,,nochange,,,,
Cluster-108207.0_TRINITY_DN211218_c0_g1,,,nochange,,,,
Cluster-108529.0_TRINITY_DN202209_c5_g3,,,nochange,,,,
Cluster-107553.24_TRINITY_DN210673_c0_g1,,,nochange,,,,
Cluster-53101.0_TRINITY_DN193820_c0_g1,,,nochange,,,,
Cluster-101283.46_TRINITY_DN196007_c4_g1,,,nochange,,,,
Cluster-91848.0_TRINITY_DN200717_c0_g2,,,nochange,,,,
Cluster-14161.0_TRINITY_DN104004_c0_g1,,,nochange,,,,
Cluster-88871.16_TRINITY_DN209113_c0_g2,,,nochange,,,,
Cluster-30318.0_TRINITY_DN184314_c1_g1,,,nochange,,,,
Cluster-64365.2215_TRINITY_DN207428_c4_g1,,,nochange,,,,
Cluster-108126.28_TRINITY_DN211155_c7_g2,,,nochange,,,,
Cluster-91553.0_TRINITY_DN199623_c3_g5,,,nochange,,,,
Cluster-98956.0_TRINITY_DN208009_c0_g1,,,nochange,,,,
Cluster-89937.1_TRINITY_DN211196_c0_g1,,,nochange,,,,
Cluster-91103.0_TRINITY_DN210245_c2_g8,,,nochange,,,,
Cluster-24840.0_TRINITY_DN195437_c0_g3,,,nochange,,,,
Cluster-103598.0_TRINITY_DN191163_c0_g1,,,nochange,,,,
Cluster-17429.0_TRINITY_DN160131_c0_g3,,,nochange,,,,
Cluster-31700.0_TRINITY_DN210517_c2_g2,,,nochange,,,,
Cluster-13127.0_TRINITY_DN129634_c0_g1,,,nochange,,,,
Cluster-99716.8_TRINITY_DN198576_c7_g1,,,nochange,,,,
Cluster-64365.1787_TRINITY_DN191268_c0_g1,,,nochange,,,,
Cluster-112028.0_TRINITY_DN205292_c0_g2,,,nochange,,,,
Cluster-33228.0_TRINITY_DN200422_c5_g2,,,nochange,,,,
Cluster-49943.1_TRINITY_DN194100_c0_g1,,,nochange,,,,
Cluster-102248.0_TRINITY_DN211247_c3_g2,,,nochange,,,,
Cluster-64365.1126_TRINITY_DN203904_c3_g1,,,nochange,,,,
Cluster-89544.0_TRINITY_DN200524_c0_g1,,,nochange,,,,
Cluster-23059.9_TRINITY_DN205956_c2_g2,,,nochange,,,,
Cluster-74230.0_TRINITY_DN200861_c0_g1,,,nochange,,,,
Cluster-94219.0_TRINITY_DN200679_c6_g2,,,nochange,,,,
Cluster-109835.3_TRINITY_DN202535_c0_g1,,,nochange,,,,
Cluster-68352.1_TRINITY_DN206275_c4_g1,,,nochange,,,,
Cluster-49487.0_TRINITY_DN113772_c0_g1,,,nochange,,,,
Cluster-88648.0_TRINITY_DN195686_c4_g2,,,nochange,,,,
Cluster-42338.1_TRINITY_DN205817_c7_g1,,,nochange,,,,
Cluster-106252.1_TRINITY_DN207912_c4_g3,,,nochange,,,,
Cluster-99487.5_TRINITY_DN210931_c1_g4,,,nochange,,,,
Cluster-58542.0_TRINITY_DN195124_c5_g2,,,nochange,,,,
Cluster-85153.6_TRINITY_DN204773_c1_g3,,,nochange,,,,
Cluster-97135.43_TRINITY_DN206161_c0_g1,,,nochange,,,,
Cluster-12130.1_TRINITY_DN210907_c3_g1,,,nochange,,,,
Cluster-108722.0_TRINITY_DN207290_c0_g3,,,nochange,,,,
Cluster-58357.0_TRINITY_DN210511_c1_g1,,,nochange,,,,
Cluster-64822.0_TRINITY_DN161592_c0_g1,,,nochange,,,,
Cluster-26119.0_TRINITY_DN174092_c0_g1,,,nochange,,,,
Cluster-44410.0_TRINITY_DN190325_c0_g1,,,nochange,,,,
Cluster-99997.1_TRINITY_DN198066_c0_g1,,,nochange,,,,
Cluster-28074.0_TRINITY_DN185825_c0_g1,,,nochange,,,,
Cluster-108327.0_TRINITY_DN200536_c2_g1,,,nochange,,,,
Cluster-18369.0_TRINITY_DN183632_c1_g1,,,nochange,,,,
Cluster-98142.0_TRINITY_DN207043_c2_g1,,,nochange,,,,
Cluster-105637.0_TRINITY_DN211094_c1_g1,,,nochange,,,,
Cluster-47691.0_TRINITY_DN191283_c0_g1,,,nochange,,,,
Cluster-91066.4_TRINITY_DN206498_c1_g4,,,nochange,,,,
Cluster-111264.0_TRINITY_DN197492_c0_g1,,,nochange,,,,
Cluster-110141.1_TRINITY_DN211297_c4_g2,,,nochange,,,,
Cluster-81455.0_TRINITY_DN202120_c3_g2,,,nochange,,,,
Cluster-37549.2_TRINITY_DN204511_c2_g1,,,nochange,,,,
Cluster-102352.0_TRINITY_DN211031_c2_g1,,,nochange,,,,
Cluster-103109.5_TRINITY_DN211088_c1_g1,,,nochange,,,,
Cluster-95246.5_TRINITY_DN210806_c2_g1,,,nochange,,,,
Cluster-95899.5_TRINITY_DN204550_c3_g1,,,nochange,,,,
Cluster-56218.0_TRINITY_DN193987_c0_g3,,,nochange,,,,
Cluster-94038.0_TRINITY_DN195422_c0_g2,,,nochange,,,,
Cluster-91480.0_TRINITY_DN200650_c4_g1,,,nochange,,,,
Cluster-111205.0_TRINITY_DN207506_c0_g2,,,nochange,,,,
Cluster-96713.0_TRINITY_DN197103_c2_g3,,,nochange,,,,
Cluster-99154.0_TRINITY_DN203554_c0_g1,,,nochange,,,,
Cluster-108611.12_TRINITY_DN209905_c1_g1,,,nochange,,,,
Cluster-99835.3_TRINITY_DN211136_c4_g3,,,nochange,,,,
Cluster-66155.0_TRINITY_DN171434_c0_g1,,,nochange,,,,
Cluster-114599.1_TRINITY_DN198505_c2_g2,,,nochange,,,,
Cluster-107350.10_TRINITY_DN193567_c2_g7,,,nochange,,,,
Cluster-37577.0_TRINITY_DN194998_c2_g1,,,nochange,,,,
Cluster-15201.0_TRINITY_DN195310_c2_g10,,,nochange,,,,
Cluster-96445.0_TRINITY_DN201891_c6_g2,,,nochange,,,,
Cluster-96031.0_TRINITY_DN201953_c0_g3,,,nochange,,,,
Cluster-111581.0_TRINITY_DN203312_c2_g1,,,nochange,,,,
Cluster-31171.0_TRINITY_DN238460_c0_g1,,,nochange,,,,
Cluster-102075.0_TRINITY_DN202281_c0_g1,,,nochange,,,,
Cluster-95068.17_TRINITY_DN204223_c1_g10,,,nochange,,,,
Cluster-91301.0_TRINITY_DN208153_c1_g2,,,nochange,,,,
Cluster-17142.1_TRINITY_DN206473_c2_g4,,,nochange,,,,
Cluster-112128.0_TRINITY_DN209652_c0_g2,,,nochange,,,,
Cluster-48157.0_TRINITY_DN42334_c0_g1,,,nochange,,,,
Cluster-12132.25_TRINITY_DN201906_c3_g1,,,nochange,,,,
Cluster-53074.0_TRINITY_DN196591_c12_g1,,,nochange,,,,
Cluster-85646.1_TRINITY_DN206165_c2_g1,,,nochange,,,,
Cluster-74056.0_TRINITY_DN206627_c5_g1,,,nochange,,,,
Cluster-108983.0_TRINITY_DN202397_c4_g1,,,nochange,,,,
Cluster-92432.6_TRINITY_DN208265_c1_g1,,,nochange,,,,
Cluster-109542.0_TRINITY_DN209420_c1_g1,,,nochange,,,,
Cluster-35265.0_TRINITY_DN136247_c0_g1,,,nochange,,,,
Cluster-96792.5_TRINITY_DN198844_c1_g3,,,nochange,,,,
Cluster-104759.0_TRINITY_DN201247_c2_g1,,,nochange,,,,
Cluster-93623.2_TRINITY_DN211137_c5_g2,,,nochange,,,,
Cluster-97699.0_TRINITY_DN198502_c1_g7,,,nochange,,,,
Cluster-85505.0_TRINITY_DN195694_c4_g2,,,nochange,,,,
Cluster-97719.5_TRINITY_DN183037_c0_g1,,,nochange,,,,
Cluster-85205.2_TRINITY_DN211038_c0_g1,,,nochange,,,,
Cluster-84006.0_TRINITY_DN207290_c0_g3,,,nochange,,,,
Cluster-14799.0_TRINITY_DN52081_c0_g1,,,nochange,,,,
Cluster-90842.94_TRINITY_DN210696_c0_g1,,,nochange,,,,
Cluster-97053.0_TRINITY_DN210895_c0_g1,,,nochange,,,,
Cluster-40688.0_TRINITY_DN187695_c0_g1,,,nochange,,,,
Cluster-89988.1_TRINITY_DN210924_c3_g3,,,nochange,,,,
Cluster-79712.0_TRINITY_DN180961_c0_g1,,,nochange,,,,
Cluster-41527.0_TRINITY_DN202729_c0_g1,,,nochange,,,,
Cluster-52774.0_TRINITY_DN201327_c1_g1,,,nochange,,,,
Cluster-36933.0_TRINITY_DN329355_c0_g1,,,nochange,,,,
Cluster-90280.0_TRINITY_DN207304_c4_g2,,,nochange,,,,
Cluster-40254.0_TRINITY_DN190910_c0_g4,,,nochange,,,,
Cluster-47262.0_TRINITY_DN113326_c0_g1,,,nochange,,,,
Cluster-114603.0_TRINITY_DN192988_c0_g1,,,nochange,,,,
Cluster-94029.0_TRINITY_DN210003_c1_g4,,,nochange,,,,
Cluster-114393.1_TRINITY_DN210280_c1_g1,,,nochange,,,,
Cluster-52111.6_TRINITY_DN208801_c1_g1,,,nochange,,,,
Cluster-106820.0_TRINITY_DN200156_c0_g1,,,nochange,,,,
Cluster-92554.5_TRINITY_DN209611_c0_g1,,,nochange,,,,
Cluster-99819.0_TRINITY_DN205384_c0_g2,,,nochange,,,,
Cluster-42426.0_TRINITY_DN193593_c5_g2,,,nochange,,,,
Cluster-29858.0_TRINITY_DN171048_c0_g1,,,nochange,,,,
Cluster-12811.0_TRINITY_DN191988_c2_g1,,,nochange,,,,
Cluster-58209.0_TRINITY_DN175732_c0_g1,,,nochange,,,,
Cluster-73009.0_TRINITY_DN188445_c0_g1,,,nochange,,,,
Cluster-87197.1_TRINITY_DN210723_c1_g4,,,nochange,,,,
Cluster-90997.3_TRINITY_DN206682_c1_g4,,,nochange,,,,
Cluster-22196.0_TRINITY_DN151780_c0_g1,,,nochange,,,,
Cluster-43757.0_TRINITY_DN203679_c1_g1,,,nochange,,,,
Cluster-89378.0_TRINITY_DN197876_c2_g1,,,nochange,,,,
Cluster-90349.0_TRINITY_DN198373_c3_g2,,,nochange,,,,
Cluster-99534.9_TRINITY_DN206769_c4_g3,,,nochange,,,,
Cluster-8149.1_TRINITY_DN209340_c3_g1,,,nochange,,,,
Cluster-107812.0_TRINITY_DN204508_c0_g2,,,nochange,,,,
Cluster-110449.0_TRINITY_DN205623_c2_g1,,,nochange,,,,
Cluster-101207.0_TRINITY_DN211275_c3_g1,,,nochange,,,,
Cluster-105695.0_TRINITY_DN210010_c2_g1,,,nochange,,,,
Cluster-109672.1_TRINITY_DN205537_c1_g2,,,nochange,,,,
Cluster-113946.0_TRINITY_DN206549_c1_g2,,,nochange,,,,
Cluster-111502.1_TRINITY_DN210959_c2_g1,,,nochange,,,,
Cluster-106632.0_TRINITY_DN202457_c1_g1,,,nochange,,,,
Cluster-102643.2_TRINITY_DN210786_c4_g1,,,nochange,,,,
Cluster-106430.2_TRINITY_DN201334_c2_g2,,,nochange,,,,
Cluster-64938.0_TRINITY_DN194659_c3_g2,,,nochange,,,,
Cluster-100047.0_TRINITY_DN203144_c2_g1,,,nochange,,,,
Cluster-104409.2_TRINITY_DN202964_c2_g1,,,nochange,,,,
Cluster-110495.1_TRINITY_DN206912_c1_g1,,,nochange,,,,
Cluster-99647.2_TRINITY_DN198515_c0_g1,,,nochange,,,,
Cluster-104556.0_TRINITY_DN205771_c2_g2,,,nochange,,,,
Cluster-57037.1_TRINITY_DN143766_c0_g1,,,nochange,,,,
Cluster-111924.0_TRINITY_DN204340_c0_g1,,,nochange,,,,
Cluster-37517.0_TRINITY_DN163829_c0_g1,,,nochange,,,,
Cluster-112764.1_TRINITY_DN200803_c1_g3,,,nochange,,,,
Cluster-103857.0_TRINITY_DN204301_c8_g3,,,nochange,,,,
Cluster-109392.1_TRINITY_DN207304_c3_g1,,,nochange,,,,
Cluster-100526.1_TRINITY_DN199945_c1_g7,,,nochange,,,,
Cluster-85603.0_TRINITY_DN208228_c5_g1,,,nochange,,,,
Cluster-19219.5_TRINITY_DN206348_c1_g1,,,nochange,,,,
Cluster-73735.2_TRINITY_DN199135_c2_g4,,,nochange,,,,
Cluster-66170.0_TRINITY_DN135704_c0_g1,,,nochange,,,,
Cluster-97727.30_TRINITY_DN197600_c1_g1,,,nochange,,,,
Cluster-109277.0_TRINITY_DN185754_c0_g1,,,nochange,,,,
Cluster-110626.1_TRINITY_DN210886_c2_g3,,,nochange,,,,
Cluster-107470.0_TRINITY_DN210367_c6_g2,,,nochange,,,,
Cluster-108830.1_TRINITY_DN208873_c3_g2,,,nochange,,,,
Cluster-102901.0_TRINITY_DN193340_c1_g1,,,nochange,,,,
Cluster-28595.0_TRINITY_DN77829_c0_g1,,,nochange,,,,
Cluster-64365.2325_TRINITY_DN208145_c0_g6,,,nochange,,,,
Cluster-64365.1629_TRINITY_DN209729_c0_g1,,,nochange,,,,
Cluster-64365.1851_TRINITY_DN209401_c1_g1,,,nochange,,,,
Cluster-112477.0_TRINITY_DN208524_c3_g1,,,nochange,,,,
Cluster-102753.1_TRINITY_DN191316_c0_g1,,,nochange,,,,
Cluster-73488.0_TRINITY_DN199776_c3_g1,,,nochange,,,,
Cluster-105250.0_TRINITY_DN197306_c0_g3,,,nochange,,,,
Cluster-106434.0_TRINITY_DN203622_c0_g1,,,nochange,,,,
Cluster-72013.0_TRINITY_DN206051_c1_g1,,,nochange,,,,
Cluster-64365.1492_TRINITY_DN210888_c4_g2,,,nochange,,,,
Cluster-105313.0_TRINITY_DN211239_c3_g4,,,nochange,,,,
Cluster-78761.0_TRINITY_DN174918_c0_g1,,,nochange,,,,
Cluster-98292.0_TRINITY_DN202857_c1_g4,,,nochange,,,,
Cluster-105882.2_TRINITY_DN207632_c0_g1,,,nochange,,,,
Cluster-83469.1_TRINITY_DN263549_c0_g1,,,nochange,,,,
Cluster-91603.0_TRINITY_DN208611_c1_g1,,,nochange,,,,
Cluster-64365.238_TRINITY_DN211014_c3_g3,,,nochange,,,,
Cluster-107012.19_TRINITY_DN211271_c2_g4,,,nochange,,,,
Cluster-108135.0_TRINITY_DN201872_c0_g1,,,nochange,,,,
Cluster-99526.16_TRINITY_DN208827_c4_g1,,,nochange,,,,
Cluster-109546.0_TRINITY_DN208838_c2_g2,,,nochange,,,,
Cluster-87213.0_TRINITY_DN211096_c5_g6,,,nochange,,,,
Cluster-25538.0_TRINITY_DN132710_c0_g1,,,nochange,,,,
Cluster-93898.0_TRINITY_DN196107_c3_g3,,,nochange,,,,
Cluster-102753.6_TRINITY_DN190729_c0_g1,,,nochange,,,,
Cluster-74683.0_TRINITY_DN168503_c0_g1,,,nochange,,,,
Cluster-91671.0_TRINITY_DN206123_c1_g1,,,nochange,,,,
Cluster-114138.4_TRINITY_DN195163_c0_g1,,,nochange,,,,
Cluster-102569.6_TRINITY_DN206448_c1_g1,,,nochange,,,,
Cluster-79792.0_TRINITY_DN193240_c0_g1,,,nochange,,,,
Cluster-99594.0_TRINITY_DN201932_c2_g1,,,nochange,,,,
Cluster-95669.4_TRINITY_DN206424_c1_g1,,,nochange,,,,
Cluster-104146.1_TRINITY_DN208711_c7_g1,,,nochange,,,,
Cluster-94356.0_TRINITY_DN209807_c1_g5,,,nochange,,,,
Cluster-107034.0_TRINITY_DN209929_c0_g1,,,nochange,,,,
Cluster-15848.0_TRINITY_DN195082_c7_g1,,,nochange,,,,
Cluster-101937.1_TRINITY_DN193821_c1_g1,,,nochange,,,,
Cluster-110628.0_TRINITY_DN202936_c3_g2,,,nochange,,,,
Cluster-37444.0_TRINITY_DN204693_c1_g4,,,nochange,,,,
Cluster-64798.1_TRINITY_DN205058_c1_g1,,,nochange,,,,
Cluster-79915.1_TRINITY_DN201966_c3_g3,,,nochange,,,,
Cluster-28205.0_TRINITY_DN195565_c5_g2,,,nochange,,,,
Cluster-99800.0_TRINITY_DN207671_c0_g1,,,nochange,,,,
Cluster-108343.1_TRINITY_DN197422_c0_g2,,,nochange,,,,
Cluster-106992.0_TRINITY_DN197339_c3_g2,,,nochange,,,,
Cluster-107521.0_TRINITY_DN195458_c0_g1,,,nochange,,,,
Cluster-95455.4_TRINITY_DN199702_c4_g1,,,nochange,,,,
Cluster-12132.5_TRINITY_DN201906_c3_g2,,,nochange,,,,
Cluster-112178.4_TRINITY_DN209082_c1_g4,,,nochange,,,,
Cluster-114543.2_TRINITY_DN205077_c3_g1,,,nochange,,,,
Cluster-98131.0_TRINITY_DN195320_c1_g3,,,nochange,,,,
Cluster-103709.1_TRINITY_DN196239_c1_g3,,,nochange,,,,
Cluster-108961.0_TRINITY_DN210715_c0_g2,,,nochange,,,,
Cluster-22658.0_TRINITY_DN202797_c2_g1,,,nochange,,,,
Cluster-67945.0_TRINITY_DN197579_c3_g3,,,nochange,,,,
Cluster-45620.0_TRINITY_DN173034_c0_g1,,,nochange,,,,
Cluster-84979.0_TRINITY_DN203067_c0_g1,,,nochange,,,,
Cluster-103575.4_TRINITY_DN211104_c1_g1,,,nochange,,,,
Cluster-94400.0_TRINITY_DN202073_c1_g1,,,nochange,,,,
Cluster-100970.1_TRINITY_DN195435_c6_g2,,,nochange,,,,
Cluster-91628.10_TRINITY_DN201496_c1_g1,,,nochange,,,,
Cluster-88508.0_TRINITY_DN190826_c0_g1,,,nochange,,,,
Cluster-104284.0_TRINITY_DN205646_c4_g3,,,nochange,,,,
Cluster-86386.0_TRINITY_DN196698_c1_g5,,,nochange,,,,
Cluster-64365.1081_TRINITY_DN200441_c3_g1,,,nochange,,,,
Cluster-91754.20_TRINITY_DN210148_c1_g2,,,nochange,,,,
Cluster-82977.0_TRINITY_DN200556_c3_g2,,,nochange,,,,
Cluster-44774.0_TRINITY_DN192436_c1_g2,,,nochange,,,,
Cluster-99106.0_TRINITY_DN198096_c2_g1,,,nochange,,,,
Cluster-108471.4_TRINITY_DN211263_c1_g1,,,nochange,,,,
Cluster-101702.0_TRINITY_DN209789_c2_g1,,,nochange,,,,
Cluster-94834.0_TRINITY_DN195015_c3_g6,,,nochange,,,,
Cluster-105163.0_TRINITY_DN200554_c3_g5,,,nochange,,,,
Cluster-90973.2_TRINITY_DN202097_c2_g1,,,nochange,,,,
Cluster-94819.1_TRINITY_DN204885_c0_g3,,,nochange,,,,
Cluster-108126.15_TRINITY_DN195135_c3_g1,,,nochange,,,,
Cluster-99355.0_TRINITY_DN192520_c0_g1,,,nochange,,,,
Cluster-91942.2_TRINITY_DN209270_c0_g4,,,nochange,,,,
Cluster-35522.5_TRINITY_DN201278_c1_g1,,,nochange,,,,
Cluster-13812.4_TRINITY_DN204725_c1_g2,,,nochange,,,,
Cluster-100526.0_TRINITY_DN199945_c1_g1,,,nochange,,,,
Cluster-18901.0_TRINITY_DN161301_c0_g1,,,nochange,,,,
Cluster-106260.0_TRINITY_DN202261_c2_g3,,,nochange,,,,
Cluster-89045.0_TRINITY_DN205772_c0_g2,,,nochange,,,,
Cluster-114358.9_TRINITY_DN200322_c1_g1,,,nochange,,,,
Cluster-94643.7_TRINITY_DN208072_c1_g1,,,nochange,,,,
Cluster-49848.0_TRINITY_DN195695_c0_g2,,,nochange,,,,
Cluster-97210.0_TRINITY_DN181588_c0_g1,,,nochange,,,,
Cluster-93324.54_TRINITY_DN196347_c3_g2,,,nochange,,,,
Cluster-104093.13_TRINITY_DN199863_c1_g2,,,nochange,,,,
Cluster-46333.0_TRINITY_DN197264_c0_g1,,,nochange,,,,
Cluster-34570.0_TRINITY_DN210024_c3_g2,,,nochange,,,,
Cluster-98069.0_TRINITY_DN199548_c3_g2,,,nochange,,,,
Cluster-46384.0_TRINITY_DN202612_c9_g1,,,nochange,,,,
Cluster-72941.3_TRINITY_DN209056_c4_g3,,,nochange,,,,
Cluster-101356.0_TRINITY_DN197937_c4_g1,,,nochange,,,,
Cluster-91876.1_TRINITY_DN205863_c1_g1,,,nochange,,,,
Cluster-102421.0_TRINITY_DN197232_c4_g2,,,nochange,,,,
Cluster-99508.1_TRINITY_DN201787_c0_g2,,,nochange,,,,
Cluster-12340.2_TRINITY_DN205168_c2_g1,,,nochange,,,,
Cluster-97651.2_TRINITY_DN202745_c0_g2,,,nochange,,,,
Cluster-111732.0_TRINITY_DN209046_c0_g3,,,nochange,,,,
Cluster-24653.0_TRINITY_DN175708_c0_g1,,,nochange,,,,
Cluster-99140.0_TRINITY_DN209006_c1_g4,,,nochange,,,,
Cluster-9423.4_TRINITY_DN198564_c5_g1,,,nochange,,,,
Cluster-107383.41_TRINITY_DN209902_c3_g2,,,nochange,,,,
Cluster-113517.10_TRINITY_DN209361_c1_g1,,,nochange,,,,
Cluster-100352.0_TRINITY_DN204556_c1_g3,,,nochange,,,,
Cluster-78617.2_TRINITY_DN186716_c0_g1,,,nochange,,,,
Cluster-18152.0_TRINITY_DN197588_c6_g3,,,nochange,,,,
Cluster-64365.1233_TRINITY_DN204373_c2_g3,,,nochange,,,,
Cluster-90344.3_TRINITY_DN207079_c3_g2,,,nochange,,,,
Cluster-30195.0_TRINITY_DN206231_c6_g4,,,nochange,,,,
Cluster-110579.6_TRINITY_DN210358_c1_g1,,,nochange,,,,
Cluster-64365.1326_TRINITY_DN204246_c2_g1,,,nochange,,,,
Cluster-89870.0_TRINITY_DN181233_c0_g1,,,nochange,,,,
Cluster-108884.2_TRINITY_DN202871_c1_g2,,,nochange,,,,
Cluster-103676.0_TRINITY_DN194975_c3_g1,,,nochange,,,,
Cluster-111134.4_TRINITY_DN211240_c0_g1,,,nochange,,,,
Cluster-14918.18_TRINITY_DN209399_c3_g1,,,nochange,,,,
Cluster-58321.0_TRINITY_DN208743_c1_g3,,,nochange,,,,
Cluster-31252.0_TRINITY_DN172593_c0_g1,,,nochange,,,,
Cluster-89167.0_TRINITY_DN207499_c0_g4,,,nochange,,,,
Cluster-96524.14_TRINITY_DN208673_c1_g3,,,nochange,,,,
Cluster-104600.0_TRINITY_DN210737_c0_g2,,,nochange,,,,
Cluster-105289.0_TRINITY_DN181006_c1_g1,,,nochange,,,,
Cluster-92162.0_TRINITY_DN204754_c2_g2,,,nochange,,,,
Cluster-72873.0_TRINITY_DN206208_c0_g8,,,nochange,,,,
Cluster-47498.0_TRINITY_DN209417_c10_g2,,,nochange,,,,
Cluster-75049.0_TRINITY_DN201359_c2_g1,,,nochange,,,,
Cluster-99247.1_TRINITY_DN190691_c0_g3,,,nochange,,,,
Cluster-109283.1_TRINITY_DN209734_c1_g1,,,nochange,,,,
Cluster-96507.0_TRINITY_DN204337_c6_g1,,,nochange,,,,
Cluster-46095.0_TRINITY_DN169499_c0_g1,,,nochange,,,,
Cluster-97915.3_TRINITY_DN210311_c2_g1,,,nochange,,,,
Cluster-111446.2_TRINITY_DN206788_c1_g1,,,nochange,,,,
Cluster-105680.0_TRINITY_DN199349_c3_g3,,,nochange,,,,
Cluster-102363.0_TRINITY_DN197591_c2_g4,,,nochange,,,,
Cluster-109221.0_TRINITY_DN208640_c2_g2,,,nochange,,,,
Cluster-93313.0_TRINITY_DN210846_c6_g1,,,nochange,,,,
Cluster-24592.0_TRINITY_DN67598_c0_g1,,,nochange,,,,
Cluster-95774.0_TRINITY_DN210190_c0_g1,,,nochange,,,,
Cluster-108955.7_TRINITY_DN209702_c1_g1,,,nochange,,,,
Cluster-89369.0_TRINITY_DN205136_c0_g1,,,nochange,,,,
Cluster-16135.0_TRINITY_DN200203_c2_g1,,,nochange,,,,
Cluster-93087.0_TRINITY_DN203401_c5_g6,,,nochange,,,,
Cluster-47223.0_TRINITY_DN205298_c0_g1,,,nochange,,,,
Cluster-105537.0_TRINITY_DN199258_c0_g1,,,nochange,,,,
Cluster-99716.11_TRINITY_DN208878_c2_g1,,,nochange,,,,
Cluster-111287.1_TRINITY_DN202919_c2_g1,,,nochange,,,,
